"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","adult","citizen","psu","wave1","sex","sex_6_TEXT","age","education","edu_subject","edu_subject_6_TEXT","province","state","family","ideology_1","ideology_2","ideology_3","ideology_4","ideology_5","us_edu","income","china_assist","race_disc","Q48","covid_assess_1","covid_assess_2","covid_assess_3","covid_assess_2_1","covid_assess_2_2","covid_assess_2_3","us_aid","kit","kit_2","kit_got","kit_timely","return","return_reason","return_reason_5_TEXT","quar_assess","quar_reason","quar_reason_5_TEXT","quar_exempt","QID66_First.Click","QID66_Last.Click","QID66_Page.Submit","QID66_Click.Count","QID67_First.Click","QID67_Last.Click","QID67_Page.Submit","QID67_Click.Count","gov_assess_1","gov_assess_2","gov_assess_3","gov_assess_4","china_overall","china_gov","QID68_First.Click","QID68_Last.Click","QID68_Page.Submit","QID68_Click.Count","QID69_First.Click","QID69_Last.Click","QID69_Page.Submit","QID69_Click.Count","QID70_First.Click","QID70_Last.Click","QID70_Page.Submit","QID70_Click.Count","QID71_First.Click","QID71_Last.Click","QID71_Page.Submit","QID71_Click.Count","exclusion","group","finish"
"2021-06-25 15:45:12","2021-06-25 15:50:27","IP Address","172.58.108.143",100,315,TRUE,"2021-06-25 15:50:28","R_1N4hTAq4A9IQRlM",NA,NA,NA,NA,32.7225952148438,-97.078498840332,"anonymous","ZH-S","是","是","是","否","男","",1994,"博士生在读","工科","","上海","Texas","专业技术人员（如科学家、工程师、教师、律师、医生等）","反对","同意","同意","同意","强烈反对","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在我认识的人当中，有人在中国被感染","比较严重","比较严重","比较严重","","","","二者均无","有","","是","不及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,3,"比较满意","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,5.935,14.97,18.649,7,8.911,13.796,14.4,6,"","additive","yes"
"2021-06-25 15:47:03","2021-06-25 15:50:40","IP Address","68.161.207.177",100,217,TRUE,"2021-06-25 15:50:41","R_3noOCSrn1LXdb4N",NA,NA,NA,NA,40.9075927734375,-73.1220016479492,"qr","ZH-S","是","是","是","否","男","",1993,"博士生在读","理科（包括医科、农科）","","北京","New York","专业技术人员（如科学家、工程师、教师、律师、医生等）","反对","同意","强烈反对","反对","反对","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","一般","","","","收到过美国民间组织提供的现金或物资","有","","否","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,回国后的入境隔离会带来不便","","","","","",0,0,14.809,0,3.331,3.599,10.257,2,4,1,2,3,"比较满意","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-06-25 15:48:24","2021-06-25 15:51:05","IP Address","24.2.51.22",100,160,TRUE,"2021-06-25 15:51:05","R_vZw4bMabGnGnVv3",NA,NA,NA,NA,38.5442047119141,-121.725204467773,"anonymous","ZH-S","是","是","是","否","男","",1996,"博士生在读","理科（包括医科、农科）","","江苏","California","商业服务业员工","同意","同意","同意","同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我遇到过","没有","非常严重","非常严重","非常严重","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,"一般","既不同意也不反对",1.529,1.529,5.44,1,0,0,5.948,0,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-06-25 15:41:37","2021-06-25 15:51:21","IP Address","38.13.8.31",100,584,TRUE,"2021-06-25 15:51:22","R_5Bj89hRRgpBRjgZ",NA,NA,NA,NA,42.3513946533203,-71.0420989990234,"qr","ZH-S","是","是","是","否","女","",1998,"研究生在读","人文学科及艺术","","江苏","Massachusetts","个体工商户","同意","同意","反对","同意","同意","本科（含预科）","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","没有","一般","不怎么严重","一般","","","","收到过美国民间组织提供的现金或物资","有","","是","无意见","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,4.032,10.08,27.1,3,54.225,63.856,66.002,3,"","additive","yes"
"2021-06-25 15:46:04","2021-06-25 15:51:41","IP Address","216.106.148.238",100,336,TRUE,"2021-06-25 15:51:41","R_2OQ1NLzH6jaz5fY",NA,NA,NA,NA,44.9763946533203,-93.2239990234375,"qr","ZH-S","是","是","是","否","其他","nonbinary",1991,"博士生在读","理科（包括医科、农科）","","北京","Minnesota","私营企业主","反对","同意","反对","强烈反对","强烈反对","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","没有","非常严重","一般","比较严重","","","","二者均无","不清楚","","","","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,3,"不满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-06-25 15:45:49","2021-06-25 15:51:43","IP Address","172.58.143.132",100,353,TRUE,"2021-06-25 15:51:44","R_27kWF9Q1MzqFNjr",NA,NA,NA,NA,41.8502044677734,-87.6735992431641,"qr","ZH-S","是","是","是","否","女","",2002,"本科在读","人文学科及艺术","","天津","Illinois","私营企业或外资企业基层白领","同意","反对","反对","反对","反对","初中或更早","无收入","从没有","我没有遇到过，但我认识的人遇到过","有，在我认识的人当中，有人在美国被感染","非常严重","比较严重","一般","","","","收到过美国各级政府提供的现金或物资","有","","否","无意见","未曾回国","签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,"比较满意","强烈同意",1.853,5.41,15.275,2,3.269,23.554,38.552,7,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-06-25 15:46:43","2021-06-25 15:51:45","IP Address","172.58.235.64",100,301,TRUE,"2021-06-25 15:51:45","R_1eWX2zYuljsaQRI",NA,NA,NA,NA,40.6678924560547,-74.1177978515625,"qr","ZH-S","是","是","是","否","女","",1995,"研究生在读","理科（包括医科、农科）","","天津","New York","党和国家干部（科级及以上）","同意","同意","反对","同意","反对","硕士/博士研究生或以上","校外工作或实习收入","曾经得到过补助，不过现在并没有","我没有遇到过，但我认识的人遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","比较严重","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划","","","","","",0.274,15.005,17.033,6,18.992,20.204,20.957,3,4,3,2,4,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-06-25 15:47:56","2021-06-25 15:51:53","IP Address","107.77.199.118",100,237,TRUE,"2021-06-25 15:51:54","R_1ODIyl2jn6zLtG8",NA,NA,NA,NA,32.6510925292969,-97.0939025878906,"qr","ZH-S","是","是","是","否","女","",1996,"研究生在读","工科","","内蒙古","Louisiana","专业技术人员（如科学家、工程师、教师、律师、医生等）","同意","反对","反对","同意","强烈同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我遇到过","没有","非常严重","比较严重","一般","","","","收到过美国各级政府提供的现金或物资","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,"比较满意","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-06-25 15:48:50","2021-06-25 15:52:28","IP Address","128.119.202.242",100,217,TRUE,"2021-06-25 15:52:28","R_10YHH01hcxgNTDK",NA,NA,NA,NA,42.3654022216797,-72.4671020507813,"qr","ZH-S","是","是","是","否","男","",1999,"本科在读","工科","","江苏","Massachusetts","私营企业或外资企业经理,私营企业主","同意","同意","强烈反对","同意","反对","本科（含预科）","校外工作或实习收入,校内工作或实习收入（含全额奖学金）","从没有","我没有遇到过，但我认识的人遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","比较严重","","","","二者均无","有","","否","不及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,"一般","反对",NA,NA,NA,NA,NA,NA,NA,NA,2.121,10.479,11.877,6,2.939,11.914,12.583,5,"","additive","yes"
"2021-06-25 15:42:16","2021-06-25 15:52:35","IP Address","67.194.226.161",100,619,TRUE,"2021-06-25 15:52:35","R_29h7VYC0iMnUzRJ",NA,NA,NA,NA,42.3067932128906,-83.7059020996094,"qr","ZH-S","是","是","是","否","男","",1994,"博士生在读","理科（包括医科、农科）","","山东","Michigan","私营企业主,无业/失业","同意","反对","同意","同意","强烈同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","一般","","","","收到过美国各级政府提供的现金或物资","有","","是","及时","未曾回国","没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,"比较满意","同意",0,0,22.288,0,4.179,5.463,6.149,2,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-06-25 15:46:53","2021-06-25 15:52:46","IP Address","174.250.44.3",100,353,TRUE,"2021-06-25 15:52:47","R_3hEGrqksavRWi0S",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"qr","ZH-S","是","是","是","否","女","",1985,"研究生在读","工科","","上海","Washington","基层公务员或国有企业基层白领","同意","同意","同意","反对","同意","硕士/博士研究生或以上","校外工作或实习收入","以前申请过，但并未得到过补助","都没有。并且据我所知，在我居住的城市，或者我就读大学所在的城市，也没什么针对中国人的歧视现象","没有","一般","一般","一般","","","","二者均无","不清楚","","","","未曾回国","工作安排或学业计划,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",1.964,6.02,7.252,6,2.363,3.54,6.064,3,3,3,2,2,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-06-25 15:48:30","2021-06-25 15:53:23","IP Address","128.6.37.101",100,292,TRUE,"2021-06-25 15:53:24","R_3lWGdUJD1vxMioT",NA,NA,NA,NA,40.5511016845703,-74.4606018066406,"anonymous","ZH-S","是","是","是","否","男","",1988,"博士生在读","理科（包括医科、农科）","","广西","New Jersey","基层公务员或国有企业基层白领,无业/失业","反对","强烈反对","强烈反对","强烈同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我没有遇到过，但我认识的人遇到过","没有","非常严重","比较严重","比较严重","","","","收到过美国各级政府提供的现金或物资","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,3,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,0.61,13.559,14.587,12,1.508,1.508,8.16,1,"","additive","yes"
"2021-06-25 15:50:11","2021-06-25 15:53:26","IP Address","108.27.255.182",100,194,TRUE,"2021-06-25 15:53:26","R_2wzAUtp2rVwybzC",NA,NA,NA,NA,40.8777008056641,-73.9079971313477,"anonymous","ZH-S","是","是","是","否","女","",2000,"本科在读","理科（包括医科、农科）","","广东","New York","产业工人","同意","同意","同意","同意","反对","高中","校内工作或实习收入（含全额奖学金）","从没有","我遇到过","没有","非常严重","非常严重","比较严重","","","","收到过美国各级政府提供的现金或物资","有","","否","及时","未曾回国","工作安排或学业计划,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,3,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-06-25 15:46:59","2021-06-25 15:53:34","IP Address","198.254.120.220",100,394,TRUE,"2021-06-25 15:53:34","R_1plo20hYqYsp0mV",NA,NA,NA,NA,40.7630004882813,-73.9925994873047,"anonymous","ZH-S","是","是","是","否","女","",2000,"研究生在读","社会科学及法学","","江苏","New York","专业技术人员（如科学家、工程师、教师、律师、医生等）,基层公务员或国有企业基层白领","同意","强烈同意","强烈反对","强烈反对","强烈反对","高中","校外工作或实习收入,校内工作或实习收入（含全额奖学金）","从没有","我遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","不怎么严重","不怎么严重","","","","收到过美国各级政府提供的现金或物资","有","","否","无意见","已经或曾经回国","","","一般","收费标准偏高,酒店设施比较差,行动受太多限制","","",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,"不满意","强烈反对",NA,NA,NA,NA,NA,NA,NA,NA,8.887,9.745,122.332,2,0,0,45.981,0,"","additive","yes"
"2021-06-25 15:49:28","2021-06-25 15:53:42","IP Address","104.55.82.135",100,254,TRUE,"2021-06-25 15:53:43","R_1o1lSPOOypbsmyZ",NA,NA,NA,NA,25.7846069335938,-80.2330017089844,"qr","ZH-S","是","是","是","否","女","",1989,"博士生在读","理科（包括医科、农科）","","山西","Florida","专业技术人员（如科学家、工程师、教师、律师、医生等）","同意","同意","反对","反对","反对","本科（含预科）","校内工作或实习收入（含全额奖学金）,其他形式收入（如房屋租赁、商业经营）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","没有","并不严重","一般","一般","","","","收到过美国各级政府提供的现金或物资","没有","","","","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,"比较不满意","既不同意也不反对",0,0,3.692,0,0.747,6.321,7.371,4,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-06-25 15:52:01","2021-06-25 15:53:50","IP Address","24.2.51.22",100,108,TRUE,"2021-06-25 15:53:51","R_2YE7Axvb5IswzGg",NA,NA,NA,NA,38.5442047119141,-121.725204467773,"anonymous","ZH-S","是","是","是","否","女","",1995,"研究生在读","工科","","贵州","California","党和国家干部（科级及以上）","反对","反对","反对","反对","反对","本科（含预科）","校内工作或实习收入（含全额奖学金）","从没有","都没有。并且据我所知，在我居住的城市，或者我就读大学所在的城市，也没什么针对中国人的歧视现象","有，在中国和美国都有我认识的人被感染","非常严重","比较严重","一般","","","","二者均有","不清楚","","","","未曾回国","回国后的入境隔离会带来不便,其他原因","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,"比较满意","同意",0,0,3.259,0,5.712,5.712,6.343,1,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-06-25 15:51:27","2021-06-25 15:54:07","IP Address","73.92.239.225",100,160,TRUE,"2021-06-25 15:54:08","R_AMeBtwWLDiQPbQ5",NA,NA,NA,NA,37.3858947753906,-122.088195800781,"anonymous","ZH-S","是","是","是","否","女","",1996,"本科在读","理科（包括医科、农科）","","上海","California","无业/失业","同意","同意","反对","反对","反对","本科（含预科）","校外工作或实习收入","从没有","都没有。并且据我所知，在我居住的城市，或者我就读大学所在的城市，也没什么针对中国人的歧视现象","有，在我认识的人当中，有人在中国被感染","并不严重","比较严重","一般","","","","收到过美国民间组织提供的现金或物资","不清楚","","","","未曾回国","工作安排或学业计划","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,"一般","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-06-25 15:48:14","2021-06-25 15:54:12","IP Address","136.52.27.103",100,357,TRUE,"2021-06-25 15:54:13","R_1q1ycnRUuD33mdT",NA,NA,NA,NA,33.7015075683594,-117.752799987793,"qr","ZH-S","是","是","是","否","女","",1985,"研究生在读","理科（包括医科、农科）","","四川","California","专业技术人员（如科学家、工程师、教师、律师、医生等）","反对","反对","同意","同意","同意","硕士/博士研究生或以上","无收入","从没有","我没有遇到过，但我认识的人遇到过","没有","比较严重","一般","一般","","","","二者均无","有","","是","及时","未曾回国","签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高","","","","","",0.985,3.982,6.623,3,3.087,5.136,6.435,3,5,1,4,1,"比较满意","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-06-25 15:53:14","2021-06-25 15:54:55","IP Address","73.202.177.251",100,100,TRUE,"2021-06-25 15:54:55","R_RwfiufWoYsML81b",NA,NA,NA,NA,37.3858947753906,-122.088195800781,"qr","ZH-S","是","是","是","否","女","",2003,"博士后","商科","","安徽","Alabama","国有企业经理,专业技术人员（如科学家、工程师、教师、律师、医生等）","强烈同意","同意","反对","反对","反对","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","以前申请过，但并未得到过补助","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在我认识的人当中，有人在美国被感染","不怎么严重","一般","一般","","","","收到过美国民间组织提供的现金或物资","有","","我想申请，但未拿到","及时","已经或曾经回国","","","好","服务态度不好","","",NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,"一般","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,1.395,9.995,11.109,8,0.632,7.276,8.2,3,"","additive","yes"
"2021-06-25 15:52:21","2021-06-25 15:55:13","IP Address","103.85.85.214",100,172,TRUE,"2021-06-25 15:55:14","R_C96pkxH29sVhfPj",NA,NA,NA,NA,23.0260925292969,113.137084960938,"qr","ZH-S","是","是","是","否","女","",1995,"研究生在读","工科","","广东","California","专业技术人员（如科学家、工程师、教师、律师、医生等）","反对","同意","反对","同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","曾经得到过补助，不过现在并没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","没有","比较严重","比较严重","比较严重","","","","二者均无","不清楚","","","","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,"一般","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-06-25 15:51:45","2021-06-25 15:55:27","IP Address","157.139.21.10",100,222,TRUE,"2021-06-25 15:55:28","R_82ZkMetKOqxn4jL",NA,NA,NA,NA,40.7653045654297,-73.9589004516602,"qr","ZH-S","是","是","是","否","男","",1990,"博士后","理科（包括医科、农科）","","广东","New York","农业劳动者","强烈同意","同意","反对","反对","反对","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","现在正得到补助","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在我认识的人当中，有人在美国被感染","非常严重","非常严重","比较严重","","","","二者均无","不清楚","","","","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",1.867,4.147,5.821,3,2.934,3.886,5.956,3,2,3,2,1,"一般","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-06-25 15:52:22","2021-06-25 15:55:51","IP Address","101.86.143.2",100,209,TRUE,"2021-06-25 15:55:52","R_9uZvBEadtfePBnz",NA,NA,NA,NA,31.0442047119141,121.405395507813,"qr","ZH-S","是","是","是","否","女","",1999,"本科在读","理科（包括医科、农科）","","上海","California","基层公务员或国有企业基层白领","同意","同意","同意","反对","反对","本科（含预科）","无收入","从没有","我没有遇到过，但我认识的人遇到过","没有","一般","不怎么严重","不怎么严重","","","","二者均无","不清楚","","","","已经或曾经回国","","","非常好","行动受太多限制","","",0,0,6.095,0,0.912,0.912,6.501,1,4,4,2,3,"比较满意","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-06-25 15:50:22","2021-06-25 15:56:26","IP Address","172.58.190.182",100,363,TRUE,"2021-06-25 15:56:26","R_sgHjBPHlNt87IT7",NA,NA,NA,NA,38.9635009765625,-76.9672012329102,"qr","ZH-S","是","是","是","否","男","",1990,"研究生在读","理科（包括医科、农科）","","广东","Maryland","个体工商户","反对","同意","强烈反对","反对","同意","本科（含预科）","无收入","从没有","我没有遇到过，但我认识的人遇到过","没有","非常严重","比较严重","比较严重","","","","二者均无","不清楚","","","","未曾回国","没买到机票或觉得票价过高","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,0.508,17.492,18.08,30,0.632,5.43,14.79,4,"","additive","yes"
"2021-06-25 15:53:03","2021-06-25 15:56:26","IP Address","104.39.79.183",100,203,TRUE,"2021-06-25 15:56:27","R_3j7fLbodunOeEKr",NA,NA,NA,NA,40.7957000732422,-77.8618011474609,"qr","ZH-S","是","是","是","否","女","",1998,"博士生在读","理科（包括医科、农科）","","北京","Pennsylvania","国有企业经理,无业/失业","强烈同意","强烈同意","反对","强烈反对","强烈反对","高中","校内工作或实习收入（含全额奖学金）","从没有","我遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","一般","不怎么严重","","","","收到过美国各级政府提供的现金或物资","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,"一般","反对",1.942,1.942,8.602,1,3.333,3.333,6.479,1,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-06-25 15:20:43","2021-06-25 15:57:03","IP Address","205.175.106.24",100,2179,TRUE,"2021-06-25 15:57:03","R_1f1vlFZnK0Gu0Po",NA,NA,NA,NA,47.6631011962891,-122.30290222168,"qr","ZH-S","是","是","是","否","男","",1983,"博士后","工科","","江苏","Washington, D.C.","私营企业或外资企业经理,专业技术人员（如科学家、工程师、教师、律师、医生等）","同意","反对","同意","同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","我没有遇到过，但我认识的人遇到过","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","比较严重","","","","收到过美国各级政府提供的现金或物资","不清楚","","","","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,"比较满意","同意",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-06-25 15:45:28","2021-06-25 15:57:30","IP Address","153.33.115.24",100,721,TRUE,"2021-06-25 15:57:30","R_1hAsAIt4NlCg2qc",NA,NA,NA,NA,39.9739074707031,-75.1455993652344,"anonymous","ZH-S","是","是","是","否","男","",1995,"博士生在读","商科","","河北","Pennsylvania","专业技术人员（如科学家、工程师、教师、律师、医生等）","反对","强烈反对","同意","同意","强烈同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","有，在我认识的人当中，有人在美国被感染","比较严重","比较严重","一般","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,1,"满意","强烈同意",0,0,7.911,0,0,0,18.811,0,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
"2021-06-25 15:54:24","2021-06-25 15:57:51","IP Address","107.0.114.24",100,207,TRUE,"2021-06-25 15:57:52","R_3g1OadReTXUk8Td",NA,NA,NA,NA,38.5558929443359,-121.739105224609,"anonymous","ZH-S","是","是","是","否","女","",2000,"本科在读","理科（包括医科、农科）","","广东","California","无业/失业","反对","反对","反对","同意","同意","本科（含预科）","无收入","从没有","都没有。并且据我所知，在我居住的城市，或者我就读大学所在的城市，也没什么针对中国人的歧视现象","没有","比较严重","比较严重","一般","","","","二者均有","有","","是","及时","未曾回国","工作安排或学业计划,签证因素，或担心返美时能否顺利入境,担心旅途期间增加感染几率,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,"比较满意","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","control","yes"
"2021-06-25 15:54:15","2021-06-25 15:58:15","IP Address","24.130.92.140",100,239,TRUE,"2021-06-25 15:58:15","R_1ONXZz6oTWxccYW",NA,NA,NA,NA,37.5625,-122.000396728516,"qr","ZH-S","是","是","是","否","女","",1990,"博士生在读","社会科学及法学","","江苏","California","无业/失业","同意","同意","反对","同意","同意","硕士/博士研究生或以上","校内工作或实习收入（含全额奖学金）","从没有","都没有。但我相信在我居住的城市，或者我就读大学所在的城市，有针对中国人的歧视现象","没有","比较严重","比较严重","一般","","","","收到过美国各级政府提供的现金或物资","不清楚","","","","未曾回国","担心旅途期间增加感染几率","","","","","",1.606,4.398,5.926,2,1.08,3.823,6.126,3,5,1,3,1,"一般","既不同意也不反对",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","positive","yes"
"2021-06-25 15:55:15","2021-06-25 15:59:56","IP Address","172.58.206.249",100,281,TRUE,"2021-06-25 15:59:57","R_22mE9DAbRpxaAnc",NA,NA,NA,NA,39.9942932128906,-75.1181030273438,"qr","ZH-S","是","是","是","否","男","",1994,"研究生在读","社会科学及法学","","浙江","Pennsylvania","专业技术人员（如科学家、工程师、教师、律师、医生等）","反对","反对","同意","强烈同意","同意","硕士/博士研究生或以上","校外工作或实习收入","从没有","我遇到过","有，在我认识的人当中，有人在美国被感染","一般","一般","一般","","","","二者均无","有","","是","及时","未曾回国","工作安排或学业计划,没买到机票或觉得票价过高,回国后的入境隔离会带来不便","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,3,"比较满意","强烈同意",5.311,5.311,5.341,1,1.937,8.754,12.13,2,NA,NA,NA,NA,NA,NA,NA,NA,"","negative","yes"
